workerid,rt,trial_type,trial_num,adj_positiveness,np_positiveness,context,np,adj,response,sim_glove
74,28601,free_class_elicitation,3,positive,neither-nor,Jennifer is sitting in a classroom.,classroom,loud,classes,0.6556843519210815
74,9996,free_class_elicitation,4,positive,negative,Sophie sees a penguin at the zoo.,penguin,tall,penguins,0.3877726197242737
74,15407,free_class_elicitation,5,negative,positive,Gary sees a basketball player.,basketball player,short,basketball players,
74,12434,free_class_elicitation,6,negative,positive,Natalia hears somebody playing the drums.,drums,quiet,drums,1.0
74,10637,free_class_elicitation,7,negative,neither-nor,Michael takes a first sip from a cup of tea.,tea,cold,cups of tea,
74,28678,free_class_elicitation,8,negative,neither-nor,The waitress brings Alicia her food at the diner. Alicia takes the first bite of her fruit.,fruit,cold,food,0.573560357093811
74,10753,free_class_elicitation,9,negative,negative,Kathleen is working in the machine shop and picks up a piece of styrofoam.,styrofoam,light,pieces,0.31694886088371277
74,22606,free_class_elicitation,10,negative,positive,Melinda is at the butchershop and looks at the price of a piece of steak.,steak,cheap,steaks,0.8130353093147278
74,7927,free_class_elicitation,11,negative,negative,Charles is helping a friend move and picks up a piece of clothing.,piece of clothing,light,pieces,
74,7094,free_class_elicitation,12,positive,positive,Monica steps outside during the morning.,the morning,light,mornings,
74,4378,free_class_elicitation,13,positive,neither-nor,Alexander is visiting a friend and sees their pet cat.,cat,large,cats,0.7323004007339478
74,42455,free_class_elicitation,14,positive,positive,Greg steps outside on a day in Summer.,Summer,warm,days,
74,33448,free_class_elicitation,15,positive,negative,Stephen looks at the price of a box of wine.,box of wine,expensive,wine,
74,18236,free_class_elicitation,16,positive,neither-nor,Veronica is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,long,documentaries,0.7954923510551453
74,15790,free_class_elicitation,17,negative,negative,The mailman drops off an envelope for Tanya. Tanya picks it up.,envelope,light,mail,0.4889798164367676
74,5554,free_class_elicitation,18,positive,negative,Daniel is at the zoo watching a slug travel.,slug,fast,slugs,0.5862656235694885
75,14128,free_class_elicitation,1,negative,negative,Robert hears somebody playing the violin.,violin,quiet,violins,0.6895976066589355
75,7850,free_class_elicitation,2,negative,neither-nor,Julia is sitting in a classroom.,classroom,quiet,classrooms,0.8148455619812012
75,10260,free_class_elicitation,3,positive,negative,Lee is working in the machine shop and picks up a piece of styrofoam.,styrofoam,heavy,styrofoam,1.0
75,9775,free_class_elicitation,4,positive,neither-nor,Tanya steps outside on a day in Fall.,Fall,warm,Fall days,
75,8517,free_class_elicitation,5,positive,neither-nor,Lucas is at the zoo watching an eel travel.,eel,fast,eels,0.619676411151886
75,9862,free_class_elicitation,6,negative,negative,Monica sees a child named Pat.,child,short,children,0.8553194999694824
75,6760,free_class_elicitation,7,negative,negative,Alicia sees a jockey.,jockey,short,jockeys,0.723548948764801
75,7933,free_class_elicitation,8,negative,positive,Charles is looking for a place to live and checks out a villa.,villa,small,villas,0.5119326710700989
75,11638,free_class_elicitation,9,negative,positive,Stephanie is thinking about watching something on Netflix and looks at the duration of a movie.,movie,short,movies,0.8959326148033142
75,7695,free_class_elicitation,10,positive,neither-nor,Mika lifts up a kid named Allen.,kid,heavy,kids,0.7564833760261536
75,10358,free_class_elicitation,11,positive,negative,Melinda is walking outside and hears the cry of a hummingbird.,hummingbird,loud,hummingbirds,0.5391594171524048
75,8371,free_class_elicitation,12,positive,positive,Gabriel looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,expensive,liquors,
75,6017,free_class_elicitation,13,negative,neither-nor,Simon is visiting a friend and sees their pet cat.,cat,small,cats,0.7323004007339478
75,8803,free_class_elicitation,14,positive,negative,The mailman drops off an envelope for Maya. Maya picks it up.,envelope,heavy,envelopes,0.7296762466430664
75,14781,free_class_elicitation,15,negative,neither-nor,The waitress brings Cameron his food at the diner. Cameron takes the first bite of his fruit.,fruit,cold,fruit,1.0
75,7477,free_class_elicitation,16,positive,positive,Anthony steps outside during the morning.,the morning,light,mornings,
75,6008,free_class_elicitation,17,positive,positive,Daniel takes a first sip from a cup of coffee.,coffee,hot,coffee,1.0
75,8645,free_class_elicitation,18,negative,positive,Sophie is helping a friend move and picks up a piece of furniture.,piece of furniture,light,furniture,
76,34755,free_class_elicitation,1,negative,positive,Lee steps outside during the morning.,the morning,dark,times of day,
76,17304,free_class_elicitation,2,positive,negative,Michael is looking for a place to live and checks out an apartment.,apartment,large,apartments,0.7545885443687439
76,10936,free_class_elicitation,3,positive,positive,Laura is helping a friend move and picks up a piece of furniture.,piece of furniture,heavy,pieces of furniture,
76,8204,free_class_elicitation,4,positive,negative,Gabriel is at the butchershop and looks at the price of a piece of pork.,pork,expensive,pork,1.0
76,8046,free_class_elicitation,5,positive,positive,David sees an adult named Pat.,adult,tall,men,0.46003133058547974
76,6867,free_class_elicitation,6,positive,neither-nor,Monica sees a monkey at the zoo.,monkey,tall,animals,0.4994267523288727
76,8640,free_class_elicitation,7,negative,negative,Alicia sees a jockey.,jockey,short,men,0.21995876729488373
76,7459,free_class_elicitation,8,negative,negative,Eric is at the zoo watching a slug travel.,slug,slow,insects,0.1663007289171219
76,25554,free_class_elicitation,9,positive,neither-nor,William looks at the price of a bottle of wine.,bottle of wine,expensive,wine,
76,8844,free_class_elicitation,10,positive,neither-nor,Stephanie is sitting in a classroom.,classroom,loud,areas,0.35916101932525635
76,11376,free_class_elicitation,11,positive,negative,Claire is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
76,12731,free_class_elicitation,12,positive,positive,Melinda is working in the machine shop and picks up a piece of steel.,steel,heavy,objects,0.30798280239105225
76,18363,free_class_elicitation,13,negative,neither-nor,Tanya takes a first sip from a cup of tea.,tea,cold,warm cups,
76,7251,free_class_elicitation,14,negative,negative,Kim is walking outside and hears the cry of a hummingbird.,hummingbird,quiet,birds,0.3009658455848694
76,5773,free_class_elicitation,15,negative,positive,The waitress brings Jasmine her food at the diner. Jasmine takes the first bite of her burger.,burger,cold,food,0.40979570150375366
76,10389,free_class_elicitation,16,negative,neither-nor,The mailman drops off a package for Greg. Greg picks it up.,package,light,objects,0.20214365422725677
76,11992,free_class_elicitation,17,negative,neither-nor,Anthony hears somebody playing the piano.,piano,quiet,noise in the room,
76,11827,free_class_elicitation,18,negative,positive,John steps outside on a day in Summer.,Summer,cold,temperatures inside,
77,11538,free_class_elicitation,1,negative,positive,Gary is thinking about watching something on Netflix and looks at the duration of a movie.,movie,short,movies,0.8959326148033142
77,13430,free_class_elicitation,2,positive,neither-nor,Robert is at the zoo watching an eel travel.,eel,fast,similar fish ,
77,17453,free_class_elicitation,3,positive,positive,Michelle sees an adult named Pat.,adult,tall,adults,0.7610254883766174
77,16127,free_class_elicitation,4,negative,positive,Mika is helping a friend move and picks up a piece of furniture.,piece of furniture,light,types of furniture,
77,10088,free_class_elicitation,5,negative,negative,Jennifer is working in the machine shop and picks up a piece of styrofoam.,styrofoam,light,packing material,
77,8504,free_class_elicitation,6,negative,positive,Lee sees a basketball player.,basketball player,short,basketball players,
77,9629,free_class_elicitation,7,positive,positive,The mailman drops off a box for Greg. Greg picks it up.,box,heavy,mail packages,
77,8287,free_class_elicitation,8,positive,negative,Cameron steps outside during the evening.,the evening,light,times of day,
77,8219,free_class_elicitation,9,negative,neither-nor,Stephanie is visiting a friend and sees their pet cat.,cat,small,cats,0.7323004007339478
77,8726,free_class_elicitation,10,positive,negative,Stephen steps outside on a day in Winter.,Winter,warm,days in Winter,
77,9684,free_class_elicitation,11,positive,positive,Kathleen looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,expensive,types of liquor,
77,26199,free_class_elicitation,12,negative,neither-nor,Angela lifts up a kid named Allen.,kid,light,kids his age,
77,10536,free_class_elicitation,13,negative,negative,Natalia is at the butchershop and looks at the price of a piece of pork.,pork,cheap,pieces of meat,
77,11064,free_class_elicitation,14,positive,negative,Kim is sitting in a library.,library,loud,times in the library,
77,11419,free_class_elicitation,15,positive,neither-nor,Maya sees a monkey at the zoo.,monkey,tall,monkeys ,
77,6996,free_class_elicitation,16,positive,neither-nor,Josh is walking outside and hears the cry of a parrot.,parrot,loud,birds,0.4827500581741333
77,36134,free_class_elicitation,17,negative,neither-nor,Kim hears somebody playing the piano.,piano,quiet,sounds produced when the piano is played,
77,8240,free_class_elicitation,18,negative,negative,The waitress brings Daniel his food at the diner. Daniel takes the first bite of his ice cream.,ice cream,cold,desserts,
78,13823,free_class_elicitation,1,positive,negative,Greg steps outside on a day in Winter.,Winter,warm,winters,
78,8139,free_class_elicitation,2,negative,neither-nor,Daniel sees a baseball player.,baseball player,short,players,
78,9124,free_class_elicitation,3,positive,neither-nor,Lucas sees a teenager named Pat.,teenager,tall,teenagers,0.6246643662452698
78,6383,free_class_elicitation,4,positive,negative,Tom is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
78,8306,free_class_elicitation,5,positive,positive,The mailman drops off a box for Josh. Josh picks it up.,box,heavy,boxes,0.730573832988739
78,7423,free_class_elicitation,6,positive,positive,Gary is at the butchershop and looks at the price of a piece of steak.,steak,expensive,steaks,0.8130353093147278
78,12595,free_class_elicitation,7,positive,positive,Gabriel hears somebody playing the drums.,drums,loud,drummers,0.604985237121582
78,7916,free_class_elicitation,8,positive,neither-nor,Lee looks at the price of a bottle of wine.,bottle of wine,expensive,wines,
78,10975,free_class_elicitation,9,negative,positive,Anthony is at the zoo watching a snake travel.,snake,slow,snakes,0.7458169460296631
78,7658,free_class_elicitation,10,positive,neither-nor,Michelle steps outside during dusk.,dusk,light,dusks,
78,7284,free_class_elicitation,11,negative,positive,Mika is walking outside and hears the cry of a rooster.,rooster,quiet,roosters,0.3816651701927185
78,7514,free_class_elicitation,12,negative,neither-nor,Stephen is looking for a place to live and checks out a townhouse.,townhouse,small,townhouses,0.6502399444580078
78,18466,free_class_elicitation,13,positive,negative,Kathleen is working in the machine shop and picks up a piece of styrofoam.,styrofoam,heavy,pieces of styrofoam,
78,36652,free_class_elicitation,14,negative,positive,The waitress brings Melinda her food at the diner. Melinda takes the first bite of her burger.,burger,cold,burgers,0.7014809846878052
78,22333,free_class_elicitation,15,negative,negative,Veronica is sitting in a library.,library,quiet,libraries,0.7932377457618713
78,13881,free_class_elicitation,16,negative,negative,Sophie is helping a friend move and picks up a piece of clothing.,piece of clothing,light,pieces of clothing,
78,8634,free_class_elicitation,17,negative,neither-nor,Michael lifts up a kid named Allen.,kid,light,kids,0.7564833760261536
78,9695,free_class_elicitation,18,negative,negative,Robert sees a penguin at the zoo.,penguin,short,penguins,0.3877726197242737
