stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np
69,strength,Kim is watching a golfer lift weights.,athletes,golfer,low,weak,negative,golfer,athletes,athletes,0,1,athletes
34,loudness_n,Gary is listening to a friend playing the guitar.,instruments,guitar,medium,quiet,negative,guitar,guitars,guitars,1,0,guitar
15,height,Veronica is at a zoo and looks at a giraffe.,animals,giraffe,high,short,negative,giraffe,giraffes,giraffes,1,0,giraffe
12,hardness,Stephen picks up a banana.,fruit,banana,low,hard,positive,banana,fruits,fruits,0,1,fruit
81,weight,Lucas is helping a friend move and picks up their trash can.,furniture,trash can,low,heavy,positive,trash can,trash cans,trash cans,1,0,trash can
1,darkness,Jasmine is going for a walk and notices the color of a crow.,birds,crow,low,light,positive,crow,crows,crows,1,0,crow
71,strength,Claire is examining the walls of a friend's new condo.,walls,condo,medium,weak,negative,condo,walls,walls,0,1,walls
36,loudness_n,Natalia is planning to move and reads about a nearby city.,places,city,high,noisy,positive,city,cities,city,1,0,city
88,width,Robert is standing at the bank of a creek.,waterways,creek,low,narrow,negative,creek,creeks,creeks,1,0,creek
80,weight,Alicia is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,light,negative,phone,cell phones,cell phones,1,0,cell phone
43,price,Kathleen is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,expensive,positive,sandals,shoes,shoes,0,1,shoes
86,width,Julia is in a forest and sees a bear den.,dens,bear den,high,narrow,negative,bear,animal dens,animal dens,0,1,dens
46,price,Tanya is clothing shopping and looks at a suit.,clothes,suit,high,expensive,positive,suit,clothes,clothes,0,1,clothes
57,size,Monica is shopping at an appliances store and looks at a refrigerator.,appliances,refrigerator,high,small,negative,refrigerator,refrigerators,refrigerators,1,0,refrigerator
63,speed_f,David is travelling on his friend's new rowboat.,boats,rowboat,low,slow,negative,rowboat,boats,boats,0,1,boats
75,temperature_h,Lee is in his kitchen and puts his hand in the oven.,locations,oven,high,cold,negative,oven,times I've turned on the oven,times oven,1,0,oven
84,weight,Cameron learns about the weight of a friend's new motorcycle.,vehicles,motorcycle,medium,light,negative,motorcycle,motorcycles,motorcycles,1,0,motorcycle
28,length_duration,Jennifer is considering listening to her favorite podcast episode.,audios,podcast episode,medium,short,negative,podcast episode,episodes of this podcast,podcast episode,1,0,podcast episode
43,price,Jennifer is shopping for shoes and looks at a pair of boots.,shoes,boots,high,cheap,negative,boots,shoes,shoes,0,1,shoes
81,weight,Natalia is helping a friend move and picks up their chair.,furniture,chair,medium,light,negative,chair,chairs,chairs,1,0,chair
10,hardness,John is eating a jolly rancher.,candies,jolly rancher,high,hard,positive,jolly rancher,jollies,jolly rancher,1,0,jolly rancher
20,height,Monica is walking in a botanical garden and sees an alpine tree.,trees,alpine tree,medium,tall,positive,alpine,trees,trees,0,1,trees
13,hardness,Julia is at a hardware store and picks up a piece of cotton.,materials,cotton,low,hard,positive,cotton,cotton,cotton,1,0,cotton
80,weight,Kathleen is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,light,negative,phone,cellphones,cellphones,1,0,cell phone
60,speed,Eric is at the zoo and watches an elephant move.,animals,elephant,medium,fast,positive,elephant,elephants,elephants,1,0,elephant
52,size,David is at the zoo and sees a monkey.,animals,monkey,medium,big,positive,monkey,monkey,monkey,1,0,monkey
25,length_duration,Anthony thinks about watching his favorite documentary.,entertainment,documentary,medium,short,negative,documentary,documentaries,documentary,1,0,documentary
74,temperature,Melinda steps outside on a day in summer.,seasons,summer,high,warm,positive,summer,days in the summer,days summer,1,0,summer
54,size,Cameron is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,small,negative,kumquat,kumquats,kumquats,1,0,kumquat
17,height,Mika sees a child.,people,child,low,tall,positive,child,children,children,1,0,child
59,speed,Jasmine is in the park and sees a runner.,people,runner,high,fast,positive,runner,runners,runners,1,0,runner
18,height,Laura is looking at a pansy.,flowers,pansy,low,short,negative,pansy,pansies,pansy,1,0,pansy
5,darkness,Sophie is writing with a pencil and notices the color of the script.,scripts,pencil,low,light,positive,pencil,pencils,pencils,1,0,pencil
66,speed_f,Claire is at an airport and sees a glider in the air.,aircrafts,glider,low,slow,negative,glider,gliders,gliders,1,0,glider
45,price,Charles wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,cheap,negative,metal,bracelets,bracelets,0,1,bracelets
35,loudness,Kim is in a room with an adult.,people,adult,low,loud,positive,adult,people,people,0,1,people
44,price,Simon is shopping for spices and looks at saffron.,spices,saffron,high,cheap,negative,saffron,saffrons,saffrons,1,0,saffron
31,loudness_n,Greg is at a friend's place and hears his pet parrot.,pets,parrot,high,quiet,negative,parrot,parrots,parrots,1,0,parrot
73,temperature_h,Michael takes the first sip from a milkshake.,drinks,milkshake,low,cold,negative,milkshake,drinks,drinks,0,1,drinks
2,darkness,Maya bought a can of blue paint and is testing it for the first time.,paint,blue paint,medium,dark,negative,blue,blue paints,blue paints,1,1,blue paint
46,price,Josh is clothing shopping and looks at a suit.,clothes,suit,high,cheap,negative,suit,suits,suits,1,0,suit
1,darkness,Veronica is going for a walk and notices the color of a crow.,birds,crow,low,light,positive,crow,crows,crows,1,0,crow
84,weight,Robert learns about the weight of a friend's new truck.,vehicles,truck,high,heavy,positive,truck,vehicles,vehicles,0,1,vehicles
87,width,Alexander is driving on a highway.,roads,highway,high,narrow,negative,highway,highways,highways,1,0,highway
22,length_duration,Gary is at a friend's house and notices the size of his pet hamster.,pets,hamster,medium,long,positive,hamster,hamsters,hamsters,1,0,hamster
16,height,Gabriel is looking at an apartment building.,buildings,apartment building,medium,tall,positive,apartment building,buildings,buildings,0,1,buildings
71,strength,Michelle is examining the walls of a friend's new tent.,walls,tent,low,strong,positive,tent,tent walls,tent walls,1,1,tent
28,length_duration,Alicia is considering listening to her favorite song.,audios,song,low,short,negative,song,songs,songs,1,0,song
78,weight,Laura is at the zoo and watches an elephant being lifted.,animals,elephant,high,light,negative,elephant,elephants,elephants,1,0,elephant
30,loudness_n,Melinda meets a friend at a party.,venue,party,high,quiet,negative,party,parties,party,1,0,party
25,length_duration,Kim thinks about watching her favorite sitcom.,entertainment,sitcom,low,long,positive,sitcom,sitcoms,sitcoms,1,0,sitcom
6,darkness,Stephen is creating a flower bouquet and picks out a rose.,flowers,rose,medium,dark,negative,rose,roses,roses,1,0,rose
81,weight,Claire is helping a friend move and picks up their couch.,furniture,couch,high,heavy,positive,couch,couches,couches,1,0,couch
23,length_duration,Anthony thinks about reading his favorite poem.,readings,poem,low,long,positive,poem,poems,poems,1,0,poem
43,price,Monica is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,cheap,negative,sandals,sandals,sandals,1,0,sandals
54,size,Julia is at a farmer's market and picks up a peach.,fruit,peach,medium,small,negative,peach,peaches,peaches,1,0,peach
88,width,Lee is standing at the bank of a creek.,waterways,creek,low,narrow,negative,creek,creeks,creeks,1,0,creek
3,darkness,Veronica is at a bakery and looks at the color of a cheesecake.,cakes,cheesecake,high,light,positive,cheesecake,cheescakes,cheescakes,0,1,cakes
17,height,Simon sees a teenager.,people,teenager,medium,tall,positive,teenager,teenagers,teenagers,1,0,teenager
63,speed_f,William is travelling on his friend's new sailboat.,boats,sailboat,medium,slow,negative,sailboat,sailboats,sailboats,1,1,sailboat
52,size,Jennifer is at the zoo and sees an elephant.,animals,elephant,high,small,negative,elephant,elephants,elephants,1,0,elephant
16,height,Josh is looking at an apartment building.,buildings,apartment building,medium,tall,positive,apartment building,buildings,buildings,0,1,buildings
56,size,Tom sees his friend's new sedan.,vehicles,sedan,medium,big,positive,sedan,sedans,sedans,1,0,sedan
39,loudness_n,Angela is at a lake and hears the sound of a powerboat.,boats,powerboat,high,quiet,negative,powerboat,powerboats,powerboats,1,1,powerboat
44,price,Mika is shopping for spices and looks at saffron.,spices,saffron,high,cheap,negative,saffron,spices,spices,0,1,spices
2,darkness,Alexander bought a can of blue paint and is testing it for the first time.,paint,blue paint,medium,light,positive,blue,paints,paints,0,1,paint
19,height,John sees a jockey.,people,jockey,low,tall,positive,jockey,jockeys,jockeys,1,0,jockey
49,price,Gabriel is at a liquor store and wants to buy a bottle of wine.,alcoholic drinks,bottle of wine,medium,expensive,positive,wine,wine,wine,1,0,bottle of wine
14,hardness,Maya is in her bedroom and sits on a bedboard.,furniture,bedboard,high,hard,positive,bedboard,bedboards,bedboards,1,0,bedboard
8,darkness,Natalia is at a zoo and notices the fur color of a panther.,animals,panther,low,dark,negative,panther,panthers,panthers,1,0,panther
45,price,Sophie wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,expensive,positive,metal,bracelets,bracelets,0,1,bracelets
10,hardness,Kathleen is eating a marshmallow.,candies,marshmallow,low,soft,negative,marshmallow,marshmellows,marshmallows,1,0,marshmallow
4,darkness,Tanya steps outside during the dusk.,times of day,dusk,medium,dark,negative,dusk,dusks,dusks,1,0,dusk
64,speed,David is at a friend's house and sees their pet cat come towards them.,pets,cat,medium,slow,negative,cat,cats,cats,1,0,cat
22,length_duration,Gary is at a friend's house and notices the size of his pet mouse.,pets,mouse,low,long,positive,mouse,mouses,mouses,1,0,mouse
84,weight,Lucas learns about the weight of a friend's new bike.,vehicles,bike,low,light,negative,bike,bikes,bikes,1,0,bike
12,hardness,Stephanie picks up a melon.,fruit,melon,high,hard,positive,melon,melons,melons,1,0,melon
55,size,Greg is at an aquarium and sees a herring.,fish,herring,low,big,positive,herring,herrings,herrings,1,0,herring
32,loudness_n,Daniel is spending his Saturday night at a concert.,venues,concert,high,quiet,negative,concert,concerts,concerts,1,0,concert
75,temperature_h,Kim is in her kitchen and puts her hand in the freezer.,locations,freezer,low,warm,positive,freezer,freezers,freezers,1,0,freezer
59,speed,Cameron is in the park and sees a runner.,people,runner,high,fast,positive,runner,runners,runners,1,0,runner
38,loudness,Robert is in a forest and hears a mockingbird .,birds,mockingbird,high,loud,positive,mockingbird,mockingbirds,mockingbirds,1,1,mockingbird
18,height,David is looking at a tulip.,flowers,tulip,medium,tall,positive,tulip,flowers,flowers,0,1,flowers
26,length_duration,Josh is looking at a highway on Google Maps.,roads,highway,high,long,positive,highway,highways,highways,1,0,highway
44,price,John is shopping for spices and looks at garlic.,spices,garlic,medium,cheap,negative,garlic,garlic,garlic,1,0,garlic
87,width,Kim is driving on a highway.,roads,highway,high,narrow,negative,highway,highways,highways,1,0,highway
20,height,Alexander is walking in a botanical garden and sees a redwood tree.,trees,redwood tree,high,short,negative,redwood,trees,trees,0,1,trees
65,speed,Kathleen is taking a walk with a child.,people,child,medium,slow,negative,child,children,children,1,0,child
48,price,Gary is at the butchershop and looks at a piece of steak.,meat,steak,high,cheap,negative,steak,meats,meats,0,1,meat
78,weight,Maya is at the zoo and watches a fish being lifted.,animals,fish,low,light,negative,fish,fish,fish,1,0,fish
48,price,Angela is at the butchershop and looks at a piece of pork.,meat,pork,low,expensive,positive,pork,meats,meats,0,1,meat
14,hardness,Lucas is in his bedroom and sits on a pillow.,furniture,pillow,low,soft,negative,pillow,pillows,pillows,1,0,pillow
66,speed_f,Robert is at an airport and sees a glider in the air.,aircrafts,glider,low,fast,positive,glider,gliders,gliders,1,0,glider
49,price,Simon is at a liquor store and wants to buy a bottle of top-shelf liquor.,alcoholic drinks,bottle of top-shelf liquor,high,expensive,positive,liquor,liquors,liquor,1,0,bottle of top-shelf liquor
67,strength,Lee watches an adult lift up a box.,people,adult,high,weak,negative,adult,adults,adults,1,0,adult
52,size,Michael is at the zoo and sees a mouse.,animals,mouse,low,small,negative,mouse,animals,animals,0,1,animals
27,length_duration,Cameron looks up information about an upcoming relay race.,races,relay race,medium,short,negative,relay,races,races,0,1,races
68,strength,Jasmine is hearing about the hurricane that is heading towards them.,storms,hurricane,high,strong,positive,hurricane,storms,storms,0,1,storms
31,loudness_n,William is at a friend's place and hears his pet fish.,pets,fish,low,loud,positive,fish,fish,fish,1,0,fish
12,hardness,Gabriel picks up a mango.,fruit,mango,medium,hard,positive,mango,fruit,fruit,0,1,fruit
85,weight,Laura is at a grocery store and picks up a plum.,fruit,plum,low,heavy,positive,plum,fruit,fruit,0,1,fruit
72,temperature,Julia takes the first bite of her soup.,food,soup,high,cold,negative,soup,food,food,0,1,food
16,height,Stephanie is looking at an apartment building.,buildings,apartment building,medium,tall,positive,apartment building,buildings,buildings,0,1,buildings
57,size,Daniel is shopping at an appliances store and looks at an oven.,appliances,oven,medium,small,negative,oven,ovens,ovens,1,0,oven
